ID,Title
1978,Laser Naderi Medicine GmbH
1977,Luciano Claudio Canton
1976,London Dental Arts
1975,Centre Dentaire Ferney-Voltaire
1973,Clínica Dental Marina Ustrell
1972,Cabinet du Dr Aimé
1971,T.D.S. SRL AMBULATORIO MEDICO DENTISTICO
1970,CENTRO ODONTOIATRICO CIVITAMED
1968,Cabinet du Dr PLANTIN
1967,Clinica Odontológica Balcázar Torres
1966,Dentego - Le Havre République
1965,Cabinet du Dr Aurélie Bihr
1964,GIORGIO DOTT. GUALTIERI
1963,Innovadent Dental Clinic
1962,Cabinet du Dr Cohen
1961,GM Dental & Implant Centre
1960,Cabinet Dentaire Paris 11ème
1959,OMA DENT LDA
1958,DRAGONI DR. AURORA E PICCINELLI DR. ATTILIO
1957,Cabinet dentaire de l'Opéra de Massy
1956,Cabinet du Dr Stefania Canon
1955,Cabinet du Dr Bayard
1952,Cabinet du Docteur Maze
1951,Smile Clinic - Watford
1950,Cabinet des Docteurs Vendeville
1949,Cabinet dentaire du Comminges
1946,Dr. Tobias Pichler LL.M.
1945,WHITE SPA | Ordination Dr. Leukauf
1943,SELARL Dr Pujol Nathaniel
1942,Damira Dental - East Cowes
1941,Damira Dental - Chipping Norton
1940,Damira Dental - Bank Buildings
1939,MEDEA Centre Dentaire de Cournonterral
1938,Clínica Dental Herrera
1937,Quality Dental - Ruislip
1936,Quality Dental - Fulham
1934,Cabinet Dentaire Escalis
1932,Studio Odontoiatrico Di Stefano - Misterbianco
1930,Dr. Mag. El-Nathan Shamuilov
1929,Dott.ssa Schirripa Alessandra.
1928,Dentozo academy asbl
1927,Centre Dentaire Pasteur
1926,VALLERIANI S.R.L.
1925,INNOVADENT S.R.L.
1924,HUMAN S.R.L.
1923,DENTAL MARCONI S.R.L.
1922,DENTAL APULIA S.R.L.
1921,CACAO S.R.L.
1920,BD 23 S.R.L.
1919,Cabinet du Dr Salomé Diener
1917, BD NORD QUATTRO S.R.L.
1916,BD GROUP S.R.L.
1915,Cabinet du Docteur Benaddi
1914,Dr. Dinah Mühlbacher
1913,Cabinet du Dr Bertieaux
1912,ALBADENT SRL
1911,BD 11 S.R.L.
1910,BD 20 S.R.L.
1909,BD NORD DUE S.R.L.
1908,Cabinet du Dr ABATE
1907,Cabinet Dentaire St Remy De Provence
1906,Cabinet Docteur Carnio
1905,Dentego - Massy
1904,Dentego - Porte d'Italie
1903,Cabinet du Docteur Clara Semoulin
1902,Cabinet dentaire Le Toullec
1900,Clinica Dental Javier Amaro
1898,Cabinet dentaire L'arbre de Condé
1897,Abaden dentistas - Manresa
1896,Abaden dentistas - Sant Andreu de la Barca
1895,Abaden dentistas - Mataró
1894,Abaden dentistas - Vilanova i la Gestru
1893,Abaden dentistas - Girona
1892,Abaden dentistas - Tarragona
1891,Abaden dentistas - Sants / Marqués
1890,Abaden dentistas - Lloret de Mar
1889,Abaden dentistas - Blanes
1888,Abaden dentistas - Vall d'Hebron / Arenys
1887,La cittadella dentale Srl
1886,Dentego - Chateaudun
1885,RADICE STUDIO DENTISTICO
1884,CENTRO ODONTOPROTESICO INDIPENDENZA SRL
1883,Dentego - Rosny sous bois
1882,Dentego - Champigny
1881,Dentego - Nantes
1880,Cabinet des Docteurs Vinee & Dominguez
1879,Cabinet du Dr Antoine Sancier
1878,Cabinet du Dr Desmarescaux
1877,Cabinet du Dr Guillaume Barros
1876,Cabinet du Dr Diss
1875,Clinica Dental Mariano Hernandez
1874,Cabinet du Dr Touati
1873,Clinica Canteras
1872,Dental Corbella Majadahonda
1871,Centre dentaire UGRM Matabiau
1870,Dental Corbella Hilarión Eslava
1869,BD 19 S.R.L.
1868,Cabinet du Dr Sebbag
1867,Gruppenpraxis für Zahnheilkunde OG
1866,Dr. Hampel Harald
1865,Dr. Jakob Kreuzer
1864,Dr. Annika Grabmayr-Meller
1863,Dr. Gabriela Alexandru
1862,Clinica Dental GyG
1861,Dr. Karoline Schagerl
1859,Cabinet Du Dr Michael Gay
1858,Cabinet Dentaire du Dr Jourdin
1857,Cabinet du Dr Pierre-Emmanuel Cateland
1856,SCM - Cabinet du Dr Girodon
1855,Cabinet du Dr SAHLEANU
1854,BD 27 SRL
1853,Cabinet Dentaire A MURZA
1852,Centro Dental Salvador García
1851,Dr. Eva-Mirela Gardner
1849,Cabinet du Dr Cristina Spanu - Bures-sur-Yvette
1848,Cabinet du Dr Inès Sanaa
1847,Cabinet du Dr Pauline Crossman
1846,Cabinet du Docteur Radu CASIAN
1845,Cabinet du Dr Tatiana Behmu
1844,Clinica Sicilia
1843,Cabinet du Dr ASLAM
1842,CMD Life
1841,Cabinet du Dr Mokala
1840,MIM Dental
1839,Cabinet du Docteur Sanchez
1838,Cabinet du Docteur Ret
1837,Cabinet dentaire des Ducs
1836,Cabinet du Dr Khelif
1835,Centre Dentaire Bassilly
1834,CENTRO DENTALE LAZZARINI SRL
1832,Cabinet du Dr Drakopoulos
1830,BD 26 SRL
1829,BD NORD SEI SRL
1828,BD 28 SRL
1827,BD 13 SRL
1826,BD 15 SRL
1825,Cabinet du Dr Fneiche
1824,Practice of Dr Hugo Teixeira
1823,Clínica dental MAEX Pérez Varela
1822,Clinica dental Schurian
1821,Cabinet Du Dr Errard
1820,Clínica Dental - García Triviño
1818,Clinica dental Odontic
1817,Clinicas Alsana
1813,Clinica dental Riosdent
1812,Clinica Dental CED
1811,Clinica Dental Budiño
1809,Clinica Dental Aviño
1807,Clínica Dental Bowen
1806,Centro Dental Macía
1805,Carpe Dient
1802,Cabinet du Dr Matthieu Baranger
1801,Clinica Dental Bruselas
1800,Poliambulatorio Leonardo SRL
1799,STUDI CAMPAGNA S.R.L.T.P.
1797,Rodríguez Vidal - Clínica Dental
1795,Clinica Ana Claros
1794,Clinica David Fortuny
1793,Diagnovita
1792,Cabinet du Dr Roby Crêté Anais
1791,Cabinet du Docteur Samson
1790,Cabinet du Docteur Ducret
1789,Cabinet du Docteur Renaudin Dit Bailliet Clement
1788,Cabinet du Dr Sabine Denimal Zou
1787,Cabinet du Dr Michel Haasser
1786,CLINICA BLANC
1785,Dental Clinic Vali Konagi
1784,Lonsdale Dental Practice
1783,Cabinet du Docteur Hadda Niniss
1782,Cabinet du Dr CASANOVA
1779,Hi.dent
1778,Cabinet du Dr Thommes
1777,Cabinet du Dr Arnaud Ranvier
1776,Cabinet du Dr Aurélien Craye
1774,Cabinet du Docteur Elena Iovu
1773,Cabinet dentaire du Dr David Labouz
1772,Clínica Dental Gómez
1771,Cabinet du Dr Karimova
1770,Stomatologia Taszakowscy
1769,DMD Medical s.r.l.
1768,Clinica Dental Castilla
1767,Profistar - Artem Novikov
1766,Cabinet du Dr Guy
1748,CANEVELLO DOTT. RICCARDO
1747,Clínica Dental Mireia
1746,Cabinet du Dr Julien Garnier
1745,VI & SO SRL
1744,CSDC ODONTOIATRIA SRL
1743,Studio Dottori Furlan-Belleri-Gheller
1742,SANADENT SNC
1741,Cabinet DRs Osan
1740,Cabinet du Dr Domejean
1739,Cabinet du Dr Joachim Gabay
1738,Cabinet Dentaire de La Montagne
1737,Ratoath Dental and Implant Centre
1736,STUDIO DEL PIDIO DOTT. GIORDANO
1735,SCM SMILISTRES
1734,Cabinet du Dr Martegoutte
1733,Studio Dentistico Dott. Boccasini Michele Roberto
1731,SELARL AUVERGNE DENTAIRE
1730,Cabinet du DR MARIE MAUDE CASTAING
1728,Studio Dentistico Barda Dott. Daniele
1726,Cabinet du Dr Motheau Eric
1725,Clinica Dental Casorrán
1724,Cabinet du Dr Blanc
1722,Studio Dentistico Buscemi srl
1721,DDR Michael Födinger
1720,Cabinet du Dr DESCORPS DECLERE
1719,Cabinet du Docteur De Grieck
1718,LE TORRI LAB SRL
1717,Clinica Dental Kanon
1716,Bel Dent
1715,LE TORRI LAB SRL
1714,Urbidente
1713,First dental - Majadahonda
1712,CLINICA BABINSKI
1711,STUDIO DENTISTICO SAN MICHELE SRL
1710,First Dental - El Escorial
1709,Cabinet du Dr Nicolas Hoa
1708,cabinet du Docteur Charles Vanysacker
1707,Clinica Carlos Jimenez Gazol
1704,San Marco Dental Clinic
1703,Platinum Dental Clinic
1702,Cabinet Denter
1697,Cabinet Quai de Seine
1696,Clínica Dental Esther Aparicio
1695,Dr. Christian Taglieber
1694,ODONTOIATRICA SAN MICHELE S.R.L.
1690,"Cabinet des Dr Verhille, Dr Garrel et Dr Benoit"
1689,Cabinet du Dr Raphaël Manesth
1684,Cabinet des Docteurs Richard et Feron
1683,Dental Valles
1681,DentUrgent Tandartsen Wachtpost Antwerpen
1680,Cabinet Dr DUBOIS
1679,Cabinet du Dr Fajardo
1678,Centro Dental Innova
1677,Dr. Sergio González
1676,Cabinet du Dr Pauline Kuttler
1674,Bista-Eder
1673,Doctor Freddy Belliard Tiol
1672,Cabinet Dentaire Dr Ferreira
1671,Cabinet du Dr Sarlin
1669,Cabinet Dentaire - 36 rue Niel
1668,STUDIO ODONTOIATRICO DOTT. GIANLUCA IODICE
1667,DDR . Wolfgang Nemec
1666,Cabinet du Dr Khoury
1665,Cabinet du Dr Jean-Pierre Levaux
1664,Cabinet du Dr Lieure
1663,Cabinet du Dr Laurencon
1662,Immersion dentaire
1661,Clínica Dental Ochogavía
1659,Cabinet dentaire Lasure
1658,Cabinet du Docteur BAHSOUN
1657,Arte Dental Clinic
1655,Dentelia - BAYONNE
1654,CABINET DENTAIRE DU GOLF
1653,Cabinet du Docteur HAUGUEL et du Docteur ELIAS
1652,Clínica Dental Crooke La Línea de la Concepción
1651,LOM CENTRO SERVIZI ODONTOIATRICI S.R.L
1648,Centre Médical et Dentaire Rive Droite Cenon
1647,Clinique dentaire de Charleroi
1645,Cabinet du Dr Elmerini
1644,Cabinet Born To Smile
1643, DENTAL CLINIC SRL
1642, BIANCHI DOTT.SSA ROBERTA
1641,Cabinet du Dr Fatiha Bounaas
1640,BCM DENTAL SRL
1639,Cabinet du Dr Lastrade
1638,Dentego - Villefranche sur Saone
1637,Cabinet du Docteur FEUERSTOSS
1636,Cabinet du Dr Belmonte
1635,Cabinet du Dr Christine Barbet
1634,Dental Più Srl
1633,AV TRE SRL
1632,STUDIO ODONTOIATRICO CIULLI
1631,PELIZZONI DOTT. CARLO ERMINIO
1629,Les hauts de Woluwe
1628,Cabinet du Dr Cabrol Denjean
1627,ANTENUCCI FABRIZIO
1626,Mac Dental
1625,ABBRESCIA DOTT. VITO
1624,Cabinet du Dr Emmanuel Beau
1623,SMILE 2012 S.R.L.
1622,BD 12 S.R.L.
1621,SARAIS DOTT. GIOVANNI
1620,Cabinet du Dr Belien
1619, ITRI DOTT. ANGELO
1618,Clinica Corporación Dental Murcia
1617,Dissenydental
1616,Clínica Dental Julián y Valderas
1615,Clínica Natura tudela
1614,Clínica Natura aguilar
1613,Clínica Dental Isabel Perez
1612,Cabinet du Dr Corina Bajanescu
1610,Clinica Dental Crooke Churriana
1609,CENTRO SMILE DENTAL
1607,Clínica Dental Juárez Béjar
1606,Clínica Dental Juárez en Salamanca
1605,"OAO ABREU RIBEIRO, LDA"
1604,DOTT. BITONTI DOTT. FANELLI
1603,CENTRO  DI PERUGIA
1602,Clinica ZDent
1601,Clinica del Corte
1600,Dentego - Tours
1599,Dentobucal Sant Adria de Besos
1598,Dentobucal Sabadell
1597,Dentobucal Cerdanyola SL
1596,Dentobucal Puente
1594,Cabinet du Dr Viorel Ursu
1592,Cabinet du Dr Tramus
1591,Cabinet Drs Soulat et Paoli
1590,Cabinet du Docteur Genada
1589,CDC Cingal – Suisse Normande Thury-Harcourt
1588,Cabinet des docteurs Pontonnier et Mazoyer
1587,Dr. Ina Mayer
1586,Cabinet du Dr Andreia Achim
1584,Clinica Dental Gemini srl
1583,OBIETTIVO SORRISO SAS DI DI GIANSANTE BARBARA
1581,Cabinet du Dr RIBES Thomas
1579,Cabinet du Dr Bouhenika
1578,Clinique Dentaire ERAS
1577,Cabinet dentaire La Rosace Saumur
1576,Maison de santé Punta Bianca - Cabinet dentaire B2
1575,Denti a Vita
1573,Zahnarztpraxis Enciso-Arias
1572,LA DEVIMEDICA SAS
1570,Cabinet du Dr Le Tiec
1569,Vitaldent - Guinardo
1568,CENTRO MEDICO CAMPODORAL SRL
1567,Cabinet du Dr Jean-Christophe Grouffal
1566, STUDIO RASERA SRL
1565,AMBULATORIO POLISPECIALISTICO ROSSINI SRL
1563,Cabinet du Dr Lantheaume
1559,"Cabinet des Dr VARANGUIEN, PORTET et KRASKE"
1558,Dr. Hermann Anzengruber
1557,IGEA MEDICAL CENTER S.R.L
1556,LUXURY BEAUTY DENTAL CENTER SRLS
1555,ALEMAGIO SRL
1554,ST. DI ODONTOIATRIA DOTT. DI NATALE IMBESI SRL UNI
1553,Cabinet Dentaire Bassens - Bordeaux Rive Droite
1552,Alinea Estoril Unip. Lda
1551,Cabinet du Dr Keriquel
1550,Cabinet Dentaire Paris 13eme
1549,Cabinet du Dr Quiniou
1548,Cabinet du Dr Launay Tom
1547,Denteva - Nice
1546,Santé Plus - Saint Denis
1544,CENTER LH 32
1542,Cabinet du Dr Del Puerto
1541,La Maison Du Sourire
1540,Cabinet du Docteur Sarmadi
1539,Dr. Sofia Pammer
1529,Clínica Dentária de Lisboa
1527,Dentidoc Srl
1526,Centre Partners Santé - Tremblay
1524,Studio Odontoiatrico Zuppardi STP SRL
1523,Cabinet du Dr Vincent Sagué
1522,DENTALSEM SRLS
1521,COS CENTRO ODONTOIATRICO SILLA SRL
1520, Dott. Orlando Marco
1518,Clinica Gener
1517,Santé Plus - Sarcelles
1515,Dentego - Labège
1514,Nobel Santé - Saint-Denis
1513,Cabinet du Dr Hollard Milhem et du Dr Schott
1512,Cabinet du Dr Bringuier & Dr Barrin
1511,RIGONI DENTALE SRL
1510,Dentego - Vannes
1509,Cabinet Dentaire Seilh
1508,Dr. Ursula Hersch
1506,Dr. Violeta Nenkova
1505,Manish Sablania BDS M.Sc.
1504,ZANINI DOTT.SSA BARBARA
1503,Cabinet Dentaire Merger-Zinck
1502,Cabinet du Dr Vincent Roubaud
1501,Dentego - Bordeaux Lac
1500,Cabinet du Dr Imen Laradh
1499,Cabinet Dr YAGUE
1498,Cabinet du Dr PAGE
1497,IMEDE - MARGNY LES COMPIEGNE
1496,Cabinet du Dr Bou-Assi
1495,DENTAL PROGRESS ONE
1494,DENTAL COLOMBO SNC
1493,CENTRO SPECIALISTICO ODONTOIATRICO
1492,Cabinet du Dr AUZEVILLE
1491,DentalcoPlus
1490,Cabinet du Dr Tavares
1489,Dr GAZEL-SARRAZIN Laurence
1488,Cabinet du Dr Penven Cristini
1487,SELARL CABINET DU DOCTEUR RICALENS
1486,GM MED SRL
1485,MARENCO DENTAL CLINIC
1484, GM MED SRL UNIPERSONALE
1483,DENTAL POMEZIA S.R.L.
1482,Cabinet du Docteur Charly Pansart
1481,Cabinet du Dr Vacher Robin
1480,Cabinet du Dr Dravet
1477,Cabinet des Dr Sich & Dr Gambini
1475,Cabinet du Dr Perret
1473,BADINI DR. PIER PAOLO
1472,QUAGLIERO DOTT. ANDREA
1471, DENTAL CLINIC PROJECT 2 SRL
1470,Cabinet des Dr Turcan et Dr Masset
1469,Centre dentaire Colbert Meaux
1468,Cabinet du Dr Vidot
1467,Cabinet du Dr Margaux Mondet
1466, DENTAL CARE AND SERVICES SRL
1465,Cabinet du Dr Mitoc
1464,Cabinet Dr Autrand
1463,Cabinet du Dr Junger
1462,CENTRO ODONTOIATRICO CALDERARA DI RENO
1461,Cabinet du Dr Di Donato
1460,Cabinet du Dr Sisso
1459,Cabinet Dr Bourguia
1458,DOTT PETTI GIACOMO
1457,STUDIO DENTISTICO DOTT BOZZELLI GIOVANNI
1456,Santé Plus - Metz
1455,Cabinet du Dr Lenfant
1454,Cabinet du Dr Alexe
1452,Cabinet du Ried
1451,Cabinet du Dr Gattoni
1450,Cabinet du Dr Juan Trucco
1449,Cabinet du Dr Sebastien Rossi
1448,SANTA FERMINA S.R.L.
1447,I.G.I. SRL
1446,Venere s.r.l.
1445,BD Nord Uno s.r.l.
1444,BD 16 s.r.l.
1443,BD 24 S.R.L.
1442,Dental Corbella Ortega
1441,BD NORD S.R.L.
1440,BD 14 s.r.l.
1439,BD 17 s.r.l.
1438,BD 18 S.R.L.
1437,Smile 2012 srl
1436,Cabinet du Dr Miscopein Gortais
1435,BD 21 s.r.l.
1434, BD 22 s.r.l.
1433,BD 25 s.r.l.
1432,BD NORD TRE S.R.L.
1431, BD Nord Cinque s.r.l.
1430,DENTAL QUALITY S.R.L.
1429,Cabinet du Dr Hava
1428,Dental Corbella Goya
1427,Dental Corbella Las Rozas
1426,INIZIATIVA MEDICA SRL
1425,Dentego - Bordeaux Montaigne
1423,Cabinet du Dr Christophe Girousse
1422,Dentego - Franconville
1421,Dentego - St Nazaire
1420,Cabinet du Dr Bogdan
1417,Dr DAVAINE Maxence
1413,Cabinet Dentaire Dr Rial / Dr TENENBAUM
1412,Cabinet du Dr Renucci
1411,Cabinet du Dr Pradelle
1410,Cabinet du Docteur Mati
1409,Cabinet Dentaire Paris 14eme
1407,Cabinet Orthodontie des 3 vallées
1405,Cabinet du Dr Prouheze
1404,Dr. Gerald Schuster
1403,DENTAL PROTESI di FABRIZIO MOLLICA & C. SAS
1402,Cabinet Dentaire Port-Vendres
1401,Dental Med'Oc
1400,SELARL Dr ALEXANDRE CAILLOT
1399,Vitaldent - D Mahon
1398,Vitaldent - Catarroja
1397,Vitaldent - Castellon IV
1396,Vitaldent - Castellon III
1395,Vitaldent - Cambrils
1394,Vitaldent - Burjassot
1393,Vitaldent - Arganzuela
1392,Vitaldent - Alicante San Juan
1391,Vitaldent Usera
1390,Vitaldent Rubi
1389,Vitaldent Reus
1388,Vitaldent Palma Pascual Ribot
1387,Vitaldent Murcia Gran Via
1386,Vitaldent Calle Valencia
1385,Vitaldent Montcada
1384,Vitaldent Mejorada Centro
1383,Vitaldent - Martorell
1382,Vitaldent Viladecans
1381,Vitaldent Valls
1380,Vitaldent Valencia VII
1379,Vitaldent Valencia VI
1378,Vitaldent Valencia II
1377,Vitaldent Valencia I
1376,Vitaldent Tarragona II
1375,Vitaldent Sant Boi
1374,Cabinet du Dr Genevier
1373,Vitaldent - Tarragona
1372,Vitaldent - Sant Andreu de la Barca
1369,Vitaldent - Elda
1368,Vitaldent - Alicante Reyes Católicos
1367,Vitaldent - Alcalá 273
1366,Cabinet Du Dr Boncev
1365,Cabinet Dentaire Beaupeyrat
1364,Cabinet Dentaire Pessac
1356,Dr SOARE Laura
1355,Vitaldent San Fernando de Henares
1354,Vitaldent Pueblo Fuencarral
1353,Vitaldent Parla I
1352,Vitaldent Moratalaz
1351,Vitaldent Lopez de Hoyos
1350,Vitaldent - Leganes I
1349,Vitaldent Fuenlabrada I
1348,Vitaldent Fatima II
1347,Vitaldent D Madrid Vicalvaro
1346,Vitaldent Colmenar Viejo
1345,Vitaldent Bravo Murillo
